timestamp,open,high,low,close,volume
2025-09-25 19:15:00,109666.19,109965.18,109666.18,109814.94,367.91012412
2025-09-25 19:30:00,109814.94,109890.21,109491.33,109539.0,130.70419941
2025-09-25 19:45:00,109539.0,109546.37,109291.62,109350.32,113.04204198
2025-09-25 20:00:00,109350.32,109472.04,109177.16,109223.66,76.48147626
2025-09-25 20:15:00,109223.66,109421.06,109199.34,109347.25,63.74287941
2025-09-25 20:30:00,109347.25,109374.24,109070.27,109194.39,75.18973689
2025-09-25 20:45:00,109194.39,109277.08,109046.15,109149.16,45.34942359
2025-09-25 21:00:00,109149.16,109656.78,109149.16,109454.76,61.53400159
2025-09-25 21:15:00,109454.76,109578.67,109301.99,109307.89,54.68857152
2025-09-25 21:30:00,109307.89,109307.89,109064.24,109156.7,49.06816197
2025-09-25 21:45:00,109156.7,109489.33,109156.7,109409.08,45.49273976
2025-09-25 22:00:00,109409.08,109524.7,109301.39,109520.42,47.2502876
2025-09-25 22:15:00,109520.42,109577.06,109427.73,109469.59,40.1835303
2025-09-25 22:30:00,109469.59,109472.39,109325.82,109428.65,32.99533785
2025-09-25 22:45:00,109428.65,109428.65,109251.46,109411.94,48.42306318
2025-09-25 23:00:00,109411.94,109671.7,109377.35,109476.45,87.37660715
2025-09-25 23:15:00,109476.45,109532.52,109281.1,109437.08,125.51344469
2025-09-25 23:30:00,109437.08,109437.08,108756.49,109078.64,271.48474486
2025-09-25 23:45:00,109078.64,109089.01,108865.25,108990.87,154.19718863
2025-09-26 00:00:00,108990.87,109364.4,108943.17,109305.44,188.02388863
2025-09-26 00:15:00,109305.44,109399.48,109233.24,109304.87,68.23765585
2025-09-26 00:30:00,109304.87,109304.87,108808.57,108808.57,107.45801005
2025-09-26 00:45:00,108808.57,109614.53,108806.75,109472.73,169.26061398
2025-09-26 01:00:00,109472.73,109638.92,109310.97,109629.18,101.54905112
2025-09-26 01:15:00,109629.18,109760.15,109559.21,109559.22,65.51255747
2025-09-26 01:30:00,109559.22,109694.44,109551.36,109650.62,44.63279025
2025-09-26 01:45:00,109650.62,109763.15,109594.8,109682.3,62.34915186
2025-09-26 02:00:00,109682.3,109801.41,109584.93,109659.63,49.84867154
2025-09-26 02:15:00,109659.63,109798.59,109566.59,109569.66,109.58010003
2025-09-26 02:30:00,109569.66,109664.16,109489.07,109627.28,64.21110274
2025-09-26 02:45:00,109627.28,109757.01,109586.63,109628.22,75.7895532
2025-09-26 03:00:00,109628.22,109640.21,109382.3,109539.92,63.81379163
2025-09-26 03:15:00,109539.92,109636.26,109345.67,109345.72,88.43035756
2025-09-26 03:30:00,109345.72,109419.73,109295.25,109419.72,49.18988283
2025-09-26 03:45:00,109419.72,109634.26,109326.6,109585.96,101.60443931
2025-09-26 04:00:00,109585.96,109614.59,109454.38,109502.55,49.89392833
2025-09-26 04:15:00,109502.55,109636.94,109389.66,109412.14,56.37338487
2025-09-26 04:30:00,109412.14,109412.14,109249.72,109257.48,51.77551818
2025-09-26 04:45:00,109257.48,109375.75,109250.29,109341.47,29.92409374
2025-09-26 05:00:00,109341.47,109471.48,109322.93,109383.23,44.11911221
