timestamp,open,high,low,close,volume
2025-09-26 03:00:00,945.23,945.25,940.87,944.75,289.3936
2025-09-26 03:15:00,944.75,947.41,943.27,943.54,177.5947
2025-09-26 03:30:00,943.54,945.31,942.26,944.64,199.7056
2025-09-26 03:45:00,944.64,945.91,942.01,945.42,243.2671
2025-09-26 04:00:00,945.42,946.52,942.5,943.87,211.8688
2025-09-26 04:15:00,943.87,947.16,943.0,943.36,229.4108
2025-09-26 04:30:00,943.36,943.36,936.65,938.37,551.6725
2025-09-26 04:45:00,938.37,939.46,937.37,938.47,261.8316
2025-09-26 05:00:00,938.47,941.36,936.7,940.63,283.6508
2025-09-26 05:15:00,940.63,943.69,940.63,942.61,267.0362
2025-09-26 05:30:00,942.61,942.82,939.13,940.45,200.5954
2025-09-26 05:45:00,940.45,941.2,937.6,939.74,344.3952
2025-09-26 06:00:00,939.74,940.59,936.26,939.95,700.3915
2025-09-26 06:15:00,939.95,945.23,939.95,943.71,248.273
2025-09-26 06:30:00,943.71,947.92,942.9,946.99,308.5564
2025-09-26 06:45:00,946.99,946.99,943.12,943.8,365.0527
2025-09-26 07:00:00,943.8,948.8,943.39,948.65,251.3917
2025-09-26 07:15:00,948.65,949.98,946.85,946.89,297.9354
2025-09-26 07:30:00,946.89,946.89,943.59,946.0,216.9855
2025-09-26 07:45:00,946.0,949.96,945.56,949.6,626.6218
2025-09-26 08:00:00,949.6,950.93,948.62,949.62,213.1878
2025-09-26 08:15:00,949.62,950.5,947.83,949.57,219.7626
2025-09-26 08:30:00,949.57,950.58,947.3,948.33,179.2266
2025-09-26 08:45:00,948.33,948.75,946.95,947.62,289.8779
2025-09-26 09:00:00,947.62,949.35,946.26,949.35,281.8718
2025-09-26 09:15:00,949.35,949.69,944.03,944.97,253.0562
2025-09-26 09:30:00,944.97,944.97,937.94,940.49,329.9303
2025-09-26 09:45:00,940.49,944.99,940.31,944.89,495.6976
2025-09-26 10:00:00,944.89,945.28,939.24,939.8,347.0375
2025-09-26 10:15:00,939.8,939.96,937.63,937.96,329.3853
2025-09-26 10:30:00,937.96,939.53,936.32,937.77,284.4437
2025-09-26 10:45:00,937.77,938.46,935.28,937.6,256.1239
2025-09-26 11:00:00,937.6,938.24,932.31,933.11,459.4751
2025-09-26 11:15:00,933.11,936.57,932.9,935.95,267.5034
2025-09-26 11:30:00,935.95,940.72,935.95,939.13,264.1031
2025-09-26 11:45:00,939.13,940.75,937.33,937.39,288.3935
2025-09-26 12:00:00,937.39,938.53,932.28,932.52,346.3037
2025-09-26 12:15:00,932.52,939.38,932.52,939.05,292.8721
2025-09-26 12:30:00,939.05,947.99,935.92,946.94,571.3236
2025-09-26 12:45:00,946.94,948.99,944.61,947.0,460.7372
2025-09-26 13:00:00,947.0,947.76,944.17,945.34,265.0182
2025-09-26 13:15:00,945.34,946.87,942.34,943.45,251.9165
2025-09-26 13:30:00,943.45,948.79,941.8,946.99,316.1612
2025-09-26 13:45:00,946.99,951.81,945.43,949.38,604.0332
2025-09-26 14:00:00,949.38,949.94,942.73,942.89,275.1352
2025-09-26 14:15:00,942.89,944.6,938.22,938.86,398.2022
2025-09-26 14:30:00,938.86,939.53,935.61,938.1,305.5437
2025-09-26 14:45:00,938.1,940.75,937.56,937.85,221.0117
2025-09-26 15:00:00,937.85,943.17,937.47,940.28,207.319
2025-09-26 15:15:00,940.28,944.84,938.63,942.36,279.4196
2025-09-26 15:30:00,942.36,944.55,940.66,943.34,229.7562
2025-09-26 15:45:00,943.34,943.97,941.22,942.51,226.3473
2025-09-26 16:00:00,942.51,947.26,941.49,945.81,288.3391
2025-09-26 16:15:00,945.81,951.77,945.56,948.92,588.17
2025-09-26 16:30:00,948.92,950.64,947.39,950.38,190.6075
2025-09-26 16:45:00,950.38,955.12,950.25,954.63,326.7822
2025-09-26 17:00:00,954.63,956.61,953.66,956.08,331.7951
2025-09-26 17:15:00,956.08,961.52,955.03,960.21,369.1315
2025-09-26 17:30:00,960.21,960.4,957.82,959.3,354.7529
2025-09-26 17:45:00,959.3,964.06,959.27,964.06,373.397
2025-09-26 18:00:00,964.06,966.26,961.65,963.76,427.9293
2025-09-26 18:15:00,963.76,964.67,960.91,962.52,255.8276
2025-09-26 18:30:00,962.52,962.84,956.9,958.43,220.7115
2025-09-26 18:45:00,958.43,960.87,957.48,959.89,235.4023
2025-09-26 19:00:00,959.89,959.99,954.73,955.46,260.8952
2025-09-26 19:15:00,955.46,957.67,953.42,953.53,190.6262
2025-09-26 19:30:00,953.53,954.9,951.28,951.7,229.1303
2025-09-26 19:45:00,951.7,955.37,951.69,954.75,174.9911
2025-09-26 20:00:00,954.75,954.75,954.04,954.05,5.5055
