timestamp,open,high,low,close,volume
2025-09-26 06:00:00,3920.41,3931.98,3910.02,3930.6,5703.99735
2025-09-26 06:15:00,3930.6,3947.74,3929.26,3939.82,2732.79104
2025-09-26 06:30:00,3939.82,3947.7,3933.19,3943.78,2040.65194
2025-09-26 06:45:00,3943.78,3943.96,3914.78,3920.41,4777.92864
2025-09-26 07:00:00,3920.41,3933.64,3918.15,3933.63,3365.50672
2025-09-26 07:15:00,3933.63,3947.09,3930.01,3930.01,3557.10912
2025-09-26 07:30:00,3930.01,3930.01,3906.17,3909.01,23611.84173
2025-09-26 07:45:00,3909.01,3939.45,3906.0,3938.07,18708.98057
2025-09-26 08:00:00,3938.07,3941.98,3932.69,3936.94,3888.48347
2025-09-26 08:15:00,3936.94,3940.47,3924.82,3935.9,2384.89651
2025-09-26 08:30:00,3935.9,3942.65,3933.23,3938.84,2710.68123
2025-09-26 08:45:00,3938.84,3943.83,3932.07,3933.34,1909.55476
2025-09-26 09:00:00,3933.34,3939.12,3926.47,3935.87,1934.92706
2025-09-26 09:15:00,3935.87,3935.88,3924.46,3927.03,2075.84098
2025-09-26 09:30:00,3927.03,3929.83,3896.75,3904.58,5813.52248
2025-09-26 09:45:00,3904.58,3916.14,3902.51,3914.56,2012.10894
2025-09-26 10:00:00,3914.56,3915.7,3884.69,3886.56,4633.08293
2025-09-26 10:15:00,3886.56,3893.07,3878.85,3885.54,4650.66249
2025-09-26 10:30:00,3885.54,3894.78,3874.96,3888.0,3737.75581
2025-09-26 10:45:00,3888.0,3893.93,3877.92,3887.89,3162.0187
2025-09-26 11:00:00,3887.89,3890.75,3872.23,3876.75,3028.51032
2025-09-26 11:15:00,3876.75,3892.67,3874.94,3890.32,2299.44445
2025-09-26 11:30:00,3890.32,3914.45,3890.0,3909.36,3111.4961
2025-09-26 11:45:00,3909.36,3915.73,3904.35,3905.23,1642.14769
2025-09-26 12:00:00,3905.23,3905.23,3879.75,3879.75,2332.30507
2025-09-26 12:15:00,3879.75,3906.29,3874.93,3904.28,3179.41083
2025-09-26 12:30:00,3904.28,3963.37,3888.37,3948.42,19411.57307
2025-09-26 12:45:00,3948.42,3951.21,3926.53,3936.75,5784.73179
2025-09-26 13:00:00,3936.75,3939.49,3923.77,3927.92,3250.96702
2025-09-26 13:15:00,3927.92,3930.41,3909.23,3914.88,4747.36538
2025-09-26 13:30:00,3914.88,3945.03,3906.54,3939.32,7465.34847
2025-09-26 13:45:00,3939.32,3984.6,3932.81,3970.52,13002.36043
2025-09-26 14:00:00,3970.52,3977.83,3944.53,3945.91,5962.89823
2025-09-26 14:15:00,3945.91,3956.88,3926.34,3940.03,5336.70533
2025-09-26 14:30:00,3940.03,3947.36,3922.24,3940.48,9464.0581
2025-09-26 14:45:00,3940.48,3945.92,3924.39,3930.0,3422.18391
2025-09-26 15:00:00,3930.0,3955.12,3928.28,3938.65,3347.70028
2025-09-26 15:15:00,3938.65,3962.01,3934.46,3959.98,3312.2838
2025-09-26 15:30:00,3959.98,3961.84,3947.92,3951.48,2327.10006
2025-09-26 15:45:00,3951.48,3954.64,3941.62,3946.05,2314.38857
2025-09-26 16:00:00,3946.05,3971.41,3942.66,3963.88,4107.99704
2025-09-26 16:15:00,3963.88,3994.16,3962.21,3981.0,10097.48267
2025-09-26 16:30:00,3981.0,3983.55,3970.7,3981.61,3059.12525
2025-09-26 16:45:00,3981.61,3992.93,3980.59,3990.32,3333.89872
2025-09-26 17:00:00,3990.32,3998.54,3977.23,3996.5,4606.68751
2025-09-26 17:15:00,3996.5,4030.15,3990.04,4025.87,6487.31805
2025-09-26 17:30:00,4025.87,4034.15,4016.17,4026.87,7600.29278
2025-09-26 17:45:00,4026.87,4045.78,4025.82,4044.23,8932.40814
2025-09-26 18:00:00,4044.23,4058.0,4035.94,4049.96,9758.97014
2025-09-26 18:15:00,4049.96,4067.44,4049.47,4053.74,6743.67126
2025-09-26 18:30:00,4053.74,4057.63,4039.23,4042.19,4934.55861
2025-09-26 18:45:00,4042.19,4049.0,4036.47,4043.37,3183.09586
2025-09-26 19:00:00,4043.37,4044.69,4028.53,4038.67,4034.18557
2025-09-26 19:15:00,4038.67,4044.9,4021.68,4021.94,3612.78003
2025-09-26 19:30:00,4021.94,4024.36,4006.96,4011.85,4361.68932
2025-09-26 19:45:00,4011.85,4027.9,4006.8,4023.85,2549.72899
2025-09-26 20:00:00,4023.85,4023.85,4018.03,4018.03,236.06151
